id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Pashchim Champaran,Bagaha,BAGAHA,NADDA,1,INAR BARWA,INARBARWA,Shallow Tubew ell,Ground Water,,HandPump,Bagaha Scheme(0001966402)
2,Pashchim Champaran,Bagaha,BAGAHA,NADDA,2,NARAPARSAUNI,KHEKHARIYA TOLI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004544015)
3,Pashchim Champaran,Bagaha,BAGAHA,NADDA,3,NARAPARSAUNI,NADDA PRASAUNI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004544016)
4,Pashchim Champaran,Bagaha,BAGAHA,NADDA,4,NAUDA PARSAUNI,NARA PRASAUNI,Deep Tubew ell,Ground Water,Near Chauraha,HandPump,BAGAHA SCHEME(0006566291)
5,Pashchim Champaran,Bagaha,BAGAHA,NADDA,5,NAUDA PARSAUNI,NARA PRASAUNI,Deep Tubew ell,Ground Water,Inside Habitation,HandPump,BAGAHA SCHEME(0006566291)
6,Pashchim Champaran,Bagaha,BAGAHA,NADDA,6,NAUDA PARSAUNI,NARA PRASAUNI,Deep Tubew ell,Ground Water,Near Road Side,HandPump,BAGHA I(0007076622)
7,Pashchim Champaran,Bagaha,BAGAHA,NADDA,7,NAUDA PARSAUNI,NARA PRASAUNI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004544017)
8,Pashchim Champaran,Bagaha,BAGAHA,NADDA,8,RATANPURWA,RATAN PURWA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004544018)
9,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,1,Chandraha,Chandraha,Deep Tubew ell,Ground Water,Near P.C.C. Road,HandPump,BAGHA I(0007076622)
10,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,2,HARDINADWA,HARDI NADWA,Deep Tubew ell,Ground Water,Inside Habitation,HandPump,Bagaha PC Habitation Scheme(0005537524)
11,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,3,HARDINADWA,HARDI NADWA,Deep Tubew ell,Ground Water,Inside Habitation,HandPump,Bagaha PC Habitation Scheme(0005537524)
12,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,4,HARDINADWA,HARDI NADWA,Deep Tubew ell,Ground Water,Inside Habitation,HandPump,Bagaha PC Habitation Scheme(0005537524)
13,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,5,HARDINADWA,HARDI NADWA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543882)
14,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,6,HARDINADWA,HARIJAN TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543883)
15,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,7,HARDINADWA,MUSLIM TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543884)
16,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,8,HARDINADWA,NADWA,Shallow Tubew ell,Ground Water,,HandPump,Bagaha Scheme(0001963644)
17,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,9,HARDINADWA,NADWA,Deep Tubew ell,Ground Water,PASWAN TOLI,HandPump,BAGAHA SCHEME(0006560864)
18,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,10,HARDINADWA,NUNIYA TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543885)
19,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,11,KAULAPUR KAULANCHI,KALAPUR KANLAUCHI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543886)
20,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,12,KAULAPUR KAULANCHI,MUSHAR TOLI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543887)
21,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,13,KAULAPUR KAULANCHI,NUNIYA TOLI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543888)
22,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,14,MURLI,HARIJAN TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543889)
23,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,15,MURLI,MURLI,Shallow Tubew ell,Ground Water,,HandPump,Bagaha Scheme(0001963651)
24,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,16,MURLI,MURLI,Shallow Tubew ell,Ground Water,,HandPump,COVERAGE IN PC TOLA IN 2012- 13(0004662379)
25,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,,,,,,Nc/Pc,,Nc/Pc Scheme For
26,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,17,PARTAPPUR,PRATAP PUR,Deep Tubew ell,round ater,Scheme For Bagaha Block,SPOT,Bagaha Block(0004543890)
27,Pashchim Champaran,Bagaha,BAGAHA,HARDI NADWA,18,PIPARA,PIPARA,Deep Tubew ell,round ater,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543891)
28,Pashchim Champaran,Bagaha,BAGAHA,INGLISIYA,1,BARWA,BARWA,Deep Tubew ell,Ground Water,Inside Habitation,HandPump,Bagaha PC Habitation Scheme(0005537524)
29,Pashchim Champaran,Bagaha,BAGAHA,INGLISIYA,2,BARWA,BARWA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543899)
30,Pashchim Champaran,Bagaha,BAGAHA,INGLISIYA,3,BARWA,HARIJAN TOLI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Bagaha Block,SPOT,Nc/Pc Scheme For Bagaha Block(0004543900)
